EP01: IN
EP01: はあ？ | 啊？
EP13: #运气变好了 世界也不一样了
EP13: #第一次交到了女朋友（54岁 男性）
EP13: #巨大食人蚯蚓
EP13: #蒙古死亡蠕虫
EP13: #潜入!!地底人的集会!!
EP13: #地球空洞说 UFO与地底人 地底王国雅戈泰
EP13: OUT

EP14: IN
EP14: オカルン | 超然仔
EP14: オカルン　どうしたんだよ | 超然仔 你怎么了
EP14: 大丈夫 | 你没事吧
EP14: やばい | 糟糕
EP14: 音だ | 声音
EP14: こいつ　音に反応してるんだ | 这家伙对声音很敏感
EP14: でも俺らの声には反応してない | 但却对我们的声音没反应
EP14: たぶん　この家に響く音だけを拾ってるのかもしれない | 恐怕它只能听见房间中的响声
EP14: ちょっ　やめろ | 喂 你干嘛
EP14: 何やってんだよ | 快停下来
EP14: 邪魔するな　死なせてくれ | 别妨碍我 让我去死
EP14: なんで | 为什么
EP14: 死なせて | 让我死
EP14: なんで | 为什么
EP14: 何なんだよ　これ | 这都什么跟什么啊
EP14: 死なせて | 让我死
EP14: モモ　よせ　やめろ | 小桃 住手 快停下
EP14: なんか刺さったな | 什么东西在扎我
EP14: 猫　ナイス | 猫咪 好样的
EP14: ってか　大丈夫 | 不过你没事吧
EP14: なんじゃこりゃ | 怎么回事
EP14: 痛え | 好痛
EP14: おい　ボンクラ　そのクソ眼鏡縛っとけ | 喂 呆子 快把那眼镜仔捆起来
EP14: うっす | 好
EP14: オカルン　ごめん | 超然仔 对不住了
EP14: そっち終わったら　こっちも縛っとけ　ボケ | 那边完事了 赶紧来捆这边的 蠢蛋
EP14: モモ　ごめん | 小桃 对不住
EP14: ちくしょう　何なんだよ | 可恶 什么情况
EP14: なんでこんなことに | 为什么会这样
EP14: 「念波」だ | 是「念波」
EP14: あのミミズが念波を出して | 那只蚯蚓发送的念波
EP14: 家にいる人間を自殺させようとしてやがる | 会让屋里的人想要自杀
EP14: そんな | 怎么会
EP14: じゃあ　あいつのせいで　両親は… | 所以 是因为它 我父母才会…
EP14: でも　だとしたら　なんで俺は平気なの | 但是 为什么我会没事呢
EP14: てめえ　気付いてねえのかよ | 你还没注意到吗
EP14: モモ　やめろ | 小桃 快停下
EP14: 痛い… | 好疼…
EP14: 頑張れ　俺 | 加油啊 我要
EP14: 頑張れ | 加油啊
EP14: オカルン　モモ | 超然仔 小桃
EP14: よせ　やめろ | 快停下
EP14: 頼むから　正気に戻ってくれ | 拜托了 清醒过来吧
EP14: 死なせろ | 让我去死
EP14: お前は… | 你是…
EP14: ジジ　手かせ切って | 小寺放我下来
EP14: なんか知んないけど　正気に戻った | 不知道怎么回事 突然就清醒了
EP14: モモ　オカルン | 小桃 超然仔
EP14: すいませんでした　ジジさん | 对不起 小寺
EP14: っていうか　こいつ　何 | 话说这家伙是什么
EP14: こいつのおかげで正気に | 是他让我们清醒过来的吗
EP14: うげっ　キモっ | 哇 好恶心
EP14: そいつの目を見るんじゃねえ | 不要看他的眼睛
EP14: そいつは「邪視」だ | 那是「邪视」
EP14: ヤツの邪眼は人を狂わせ　自殺させる | 他的邪眼会使人疯狂 最终自杀
EP14: 自殺って？ | 自杀？
EP14: それ　あのミミズの念波と同じじゃん | 那不和大蚯蚓的念波一样嘛
EP14: ああ　邪視の呪いとミミズの自殺念波が相殺し合ってやがる | 没错 邪视的诅咒和蚯蚓的自杀念波相互抵消了
EP14: よく分かんないけど　ミミズが動き止めてる | 虽然不太懂 但蚯蚓停住了
EP14: オカルン　やっちゃって | 超然仔 干掉它
EP14: やれやれ | 真是的
EP14: 「本気」出すぜ | 我要出「全力」了
EP14: おっしゃ　首　落とした | 漂亮 给它头打爆
EP14: ってか　どこまで飛んでった | 人呢 飞哪去了
EP14: うげっ　口が生えてきた | 好恶心 又长出来了
EP14: ずるい | 不公平
EP14: そいつの目を見んじゃねえ | 别看那家伙的眼睛
EP14: お前のせいじゃなかったのか　うちの親がああなったのは | 我父母变成那样 难道是因为你吗
EP14: ジジ | 小寺
EP14: 一度でいいから | 哪怕一次也好
EP14: みんなと一緒に遊びたかった… | 好想和大家一起玩…
EP14: …な | …啊
EP14: あれ　まだ生きとるん | 咦 他还活着吗
EP14: くねくね動きよる | 怎么还在扭
EP14: お化けがいる | 有妖怪
EP14: おい　ご飯中だぞ | 干嘛 还在吃饭呢
EP14: そこ　目の前　お化けがいる | 在那里 就在前面 有妖怪
EP14: そんなのいるわけないだろ | 哪里来的什么妖怪
EP14: この下　何かいる | 这下面有什么东西
EP14: しかし　急だったね | 不过真是突然啊
EP14: 子どもはどうするの | 孩子怎么办
EP14: 大蛇様の供物だ | 献给大蛇大人做贡品吧
EP14: この家ごと埋める | 跟这房子一起埋掉
EP14: あいつは… | 那家伙是…
EP14: かわいそうだが　この村を守るためだよ | 虽然可怜 但也是为了守护村子
EP14: 俺ら鬼頭家の使命だからね | 这是我们鬼头家的使命
EP14: 許せない… | 绝对不能…
EP14: あいつらだけは | 原谅他们
EP14: 殺す | 杀了他们
EP14: 殺す | 杀了他们
EP14: こっちを見ろ | 转过头来
EP14: 俺を見ろ | 看着我
EP14: ジジ | 小寺
EP14: しっかりしろ | 振作点
EP14: 今　そんなヤツに構ってる暇ないんだから | 现在可没空理那家伙
EP14: 何　こいつ　全然離れないじゃん | 这家伙怎么回事 完全拽不动
EP14: やめろ　モモ　こいつは違うんだ | 住手 小桃 这家伙不一样
EP14: 悪いヤツじゃないんだよ | 他不是坏人
EP14: そうなの | 是吗
EP14: こいつはずっと一人で戦ってたんだ | 他一直在独自战斗
EP14: ずっと苦しんでたんだよ | 一直饱受着苦痛
EP14: ちょっ　ジジ　どこ行くの | 喂 小寺 你要去哪里
EP14: いるんだろ　この下に　お前が | 你的身体就在这下面吧
EP14: ジジ　待って | 小寺 等等
EP14: どうしちゃったのよ | 你怎么了
EP14: なに　これ | 这是什么
EP14: 下の方　家の造りが古くなってる | 下面的房屋构造变古早了
EP14: まさかこれ　歴代　ここに建ってた家 | 难道这些是历代建在这里房屋吗
EP14: 待ってろ　今出してやるからな | 再等等 我这就救你出来
EP14: 一体どうしちゃったのよ | 你到底怎么了
EP14: なんなの　この部屋 | 这间屋子怎么回事
EP14: こんなとこに　ずっと　閉じ込められて | 你一直被困在这种地方
EP14: 守ってくれてたのかよ　ずっと　俺のこと | 一直 默默守护着我吗
EP14: やめろ　それ以上　ヤツに近づくな | 停下 别再靠近他了
EP14: 同情なんかするんじゃねえ | 不要同情他
EP14: そいつは　人間を自殺に追い込む妖怪だ | 那是会把人逼到自杀的妖怪
EP14: 違う　俺たちと同じだよ | 不对 他和我们一样
EP14: 姿は変わっても　俺たちと同じなんだ | 尽管外表不同 但本质是一样的
EP14: 同じじゃねえ　てめえは何も分かってねえ | 哪里一样 你什么都不懂
EP14: ちょっと待って　二人とも　落ち着いてよ | 等一下 你们俩都冷静点
EP14: 一体なんなの　これ | 这到底是怎么回事
EP14: 痛っ | 好痛
EP14: なに　今の | 怎么回事
EP14: 一瞬　目の前が真っ白になった | 突然眼前就白了
EP14: ちょっ　やばっ　めっちゃ粘着なんですけど | 坏了 这是什么 怎么这么黏
EP14: 鈍くせえクソどもだぜ | 真是一群蠢蛋
EP14: ざけんな | 开什么玩笑
EP14: あんたの幸運はどうなってんだよ | 你的好运哪去了
EP14: わしの幸運は誰のものでもねえ | 我的好运不属于任何人
EP14: もしかしたら　敵の方に幸運が行くかもな | 说不定已经跑去敌人那边了
EP14: なんだそりゃ | 你说什么
EP14: もう　オカルンはどこ行っちゃったんだよ | 真是的 超然仔跑哪去了
EP14: 体がしびれて　動けない | 身体麻了 动不了
EP14: とにかく　ここから外に出ないと | 总之必须先逃出去
EP14: よし | 好
EP14: ジジ　うちにつかまれる　脱出するよ | 小寺 抓紧我 要出去了
EP14: ジジ？ | 小寺？
EP14: ちょっと　どうしたの | 喂 你怎么了
EP14: ジジ | 小寺
EP14: ジジ | 小寺
EP14: ごめん | 对不起
EP14: ずっと憎んでた | 我一直憎恨着你
EP14: 怖かったし　君のせいだと思ってた | 我很害怕 还以为是你的错
EP14: 君はこんなにつらかったのにな | 明明你已经这么痛苦了
EP14: 遊びたい | 我想玩
EP14: 遊びたいよ | 我好想玩
EP14: 遊びたいんだ　一緒に | 我想和你 一起玩
EP14: オッケー　ヘウィゴー | 好啊 来吧
EP14: ガンガン遊んじゃおうぜ | 尽情玩个够吧
EP14: 何して遊ぶ | 想玩什么呢
EP14: 一生分でも足りないくらいさ | 就算玩一辈子都不够
EP14: いくらでもつきあっちゃうよ | 你想玩多久 我都陪你
EP14: 言ったな | 你说的哦
EP14: ジジ | 小寺
EP14: バカが　だから言ったろうが | 蠢货 我早就说过了
EP14: 邪視を信用しちゃならねえってよ | 绝不能相信邪视
EP14: 痛っ | 好痛
EP14: またビリッてきた | 身体又麻痹了
EP14: やっと手に入れたでのう　この体 | 终于得到这具身体了
EP14: 人間は皆殺しじゃ | 我要把人类赶尽杀绝
EP14: ジジ　あんたそれ　邪視の力 | 小寺 那是邪视的力量吗
EP14: おい　構えろ　やられるぞ | 快站起来 你会死的
EP14: ジジ？ | 小寺？
EP14: 貴様　妙な力を持っておるな | 你这家伙 有什么奇怪的力量
EP14: このクソだらあ | 你这混账东西
EP14: カスが調子乗ってんじゃねえぞ | 别蹬鼻子上脸
EP14: 貴様　妖怪じゃのう | 你是妖怪吧
EP14: 人間の奴隷にでもなったのか | 已经成为人类的奴隶了吗
EP14: 口の利き方に気をつけろや | 注意你的语气
EP14: てめえはボキャボキャ確定だぜ | 等着看我痛扁你一顿
EP14: ジジ　正気に戻って | 小寺 快清醒些
EP14: いつものバカテンションはどうしたんだよ | 以往的傻劲哪去了
EP14: 誰に話しかけとるんじゃ | 你在跟谁说话呢
EP14: この器は我のものじゃ | 这副容器已经属于我了
EP14: これから　人間にとっての地獄を見せてやるからのう | 就让你们人类 见识下何为地狱吧
EP14: すごっ | 好强
EP14: この恨みは決して晴れん　呪いの家 | 在这诅咒之屋中 怨恨永不消散
EP14: この家では殺されたヤツの怨念が　全てを拒絶する | 屋里死去之人的怨念 拒绝着世间的一切
EP14: 野郎　土ん中逃げやがりよって | 混账 还想逃进土里
EP14: いちち | 好痛
EP14: マジで　どうなっちゃってんの | 真是的 到底发生了什么
EP14: なんでジジがあんなことに | 为什么小寺会变成那样
EP14: おめえも鈍くせえ野郎だぜ | 真是个迟钝的丫头
EP14: さんざん　星子が言ってただろうが | 星子都说过很多次了吧
EP14: ヤツは天才だ | 那小子是天才
EP14: 「だいぶ天才に成長したな」 | 「你成长得相当天才了啊」
EP14: 「てめえ　天才かよ」 | 「你小子是天才吗」
EP14: 「てめえは本当に天才だな」 | 「你真是个天才」
EP14: あそこまで天才的に強力な霊力を持ってるヤツはめったにいねえ | 像他那样拥有天才般强大灵力的人实属罕见
EP14: おまけにフィジカルも高えときてる | 更别提身体素质也很出色
EP14: 邪視はヤツを器にしようと　狙ってやがったんだ | 邪视就是盯上了他那具身体 想用作容器
EP14: わしも取り憑くなら　あいつがよかったぜ | 要是换作我 也会选择他来附身吧
EP14: そんな | 怎么会
EP14: でも　ジジは小学のときとか　全然そんな感じじゃなかったよ | 但是 小寺在小学时完全不是这样的
EP14: 目覚めるときは人それぞれだ | 觉醒的时机因人而异
EP14: おめえだって最近だろうよ　その力使えるようになったのは | 你不也是 最近才学会使用能力
EP14: 腹くくれよ　モモ | 做好觉悟吧 小桃
EP14: あいつは味方じゃねえぜ | 他不再是同伴了
EP14: オカルン | 超然仔
EP14: てめえ　モモちゃん　殴ったな | 你小子 刚才打了小桃吧
EP14: 許さねえぜ | 绝不原谅你
EP14: ゆるさねえ | 绝不原谅
EP14: ゆるさねえ | 绝不原谅
