EP01: IN
EP01: おっす | 早
EP05: それぞれの家族との距離感とかあるだろうし | 家人之间也有各自的边界嘛
EP05: お互い　無理のないペースでいこ | 就按彼此都舒服的节奏来吧
EP05: ごちそうさまでした | 我吃饱了
EP05: では　勉強再開しますか | 好了 该接着学习了
EP05: 教科書　忘れたから取ってくる | 我忘带课本了 去拿一下
EP05: どこに　学校 | 在哪 学校吗
EP05: いや　違う　自分の部屋 | 不是 在我房间
EP05: なんだ　ならよかっ… | 这样啊 那就好…
EP05: 部屋 | 房间
EP05: 何もないけど | 没什么东西的
EP05: ストイック部屋 | 禁欲风的房间
EP05: ポコモン　好きなの | 你还喜欢Pokomon呀
EP05: 小学生のときのまま使ってるだけ | 只是从小学一直用到现在而已
EP05: なんか　谷くんっぽい　物持ちいい | 确实像你呢 保养得真好
EP05: これ　腰に優しいやつだ | 这坐垫对腰很好吧
EP05: セットで買うとお得だからって　おばあちゃんが買ってた | 当时说成套买给优惠 我奶奶就买了
EP05: まんまとじゃん | 上了营销的当啊
EP05: おばあちゃん　一緒に住んでるんだね | 奶奶和你们一起住的吧
EP05: 卒アルとかないの | 有毕业相册吗
EP05: 会話の脈絡 | 话题跳得好快
EP05: 谷くん | 谷同学
EP05: 眼鏡が違う | 眼镜不一样
EP05: そんな驚く | 至于那么震惊吗
EP05: 谷くんの中学　学ランだから | 你初中的校服也是立领的
EP05: 今とほぼ制服同じだね | 和现在都没区别
EP05: ブレザー姿も見たかったなあ | 好想看你穿西式校服啊
EP05: そう | 是吗
EP05: うん　いろいろ見たいし　知りた… | 是的 我想看更多 想了解…
EP05: 猫 | 猫
EP05: かわいい | 太可爱啦
EP05: はじめまして | 初次见面
EP05: 私　谷くんとおつきあいさせていただいております　鈴木と申します | 小女铃木 目前正和谷同学交往
EP05: 何をしてるの | 你在做什么
EP05: いや　ちゃんと家族にご挨拶しとこうかなって | 哈哈 想着给你家人问个好
EP05: ねえ | 是吧
EP05: かわいい | 太可爱啦
EP05: おじゃましました | 打扰啦
EP05: てんぷらちゃん　またね | 再见啦 小天妇罗
EP05: お庭あるのいいねえ | 有院子可真好啊
EP05: 足元　気をつけて | 小心脚下
EP05: ちょっ | 小心
EP05: 言ったそばから | 我刚说完
EP05: ごめん　つい浮かれて | 抱歉抱歉 一不小心
EP05: あらあらあら　まあ | 哎呀哎呀
EP05: これはいけないものを | 这可不得了啦
EP05: 待って | 等等
EP05: 違うんです | 不是的
EP05: はじめまして　私谷くんと同じ高校に通っております　同じクラスの鈴木と申しまして | 您好 我叫铃木 是谷同学的同班同学
EP05: えっと… | 那个…
EP05: 彼女です | 她是我女朋友
EP05: 鈴木さん　あなた　野菜は好き | 铃木小姐 你喜欢蔬菜吗
EP05: はい　食べ物はだいたい好きです | 喜欢 大部分食物我都喜欢
EP05: じゃあ　ちょっと待ってて | 那么请稍等一下
EP05: 育ててる野菜がね | 这些是我种的菜
EP05: 消費が追いつかなくて | 已经吃不完了
EP05: よかったら　もらって帰って | 不介意的话拿些回去吧
EP05: いいんですか | 可以吗
EP05: 形は悪いけど　おいしいからね | 卖相虽然不好看 但是味道不错的
EP05: ありがとうございます | 谢谢您
EP05: また　おいで | 下次再来呀
EP05: たっだいま | 我回来了
EP05: おかえり | 欢迎回家
EP05: お母さん　あのね… | 妈妈 那个…
EP05: 野菜　たくさん　もらってきた | 我带回来了好多蔬菜
EP05: なんで | 哪来的
EP05: 実は… | 其实…
EP05: 彼氏いたの　いつの間に | 交男朋友了 什么时候的事
EP05: お父さんと兄ちゃんには言わないでよ | 不许告诉爸爸和哥哥哦
EP05: 言わない　言わない | 不会不会
EP05: 今度　連れてきてね | 下次带他来玩哦
EP05: お母さん　今日　なんかご機嫌だね | 妈 今天心情这么好啊
EP05: #全速运转
EP05: #可视化
EP05: #组织言语中…
EP05: #真是的…
EP05: #明天开始实践
EP05: #沟通能力
EP05: #语言与思考
EP05: #话说 你有好好听课吗？
EP05: #面包祭
EP05: #集满30分必得奖品
EP05: #每日面包
EP05: #体育系
EP05: #调皮
EP05: #文艺系
EP05: #文静
EP05: #笑点
EP05: #「有意思」
EP05: #「好有趣」
EP05: #图书室
EP05: #※把嘴唇整个往里抿住 以防憋不住笑出来
EP05: # 西同学喜欢面包
EP05: # 西同学在集面包贴纸
EP05: # 西同学 给你这个
EP05: # 嗯 谢谢你
EP05: # 只是「听」有趣…
EP05: # 快注意到吧…
EP05: #○○中学 3-○班群聊（2）
EP05: #□□□退出了群聊
EP05: #×××退出了群聊
EP05: #△△△退出了群聊
EP05: #△△△退出了群聊
EP05: #你这家伙…
EP05: #是吗…？
EP05: #集满30分必得奖品
EP05: #哥哥的房间
EP05: #但还是想打电话
EP05: #高尔夫球
EP05: #场地高尔夫
EP05: #小猫市图书馆
EP05: #小猫市社区中心
EP05: #「家里没人」
EP05: # ○客厅 ○认真学习
EP05: #妈妈
EP05: #嗯 可以说…吧？
EP05: #爸爸
EP05: #嗯…
EP05: #哥哥
EP05: #不可能
EP05: #吸收冲击
EP05: #成套买有优惠
EP05: #想不到自然的问法
EP05: #非常前卫的外观
EP05: OUT

EP06: IN
EP06: 楽しかった夏休みも明け | 愉快的暑假结束了
EP06: 文化祭準備　開始 | 是时候准备文化祭了
EP06: 残念ながら　第１候補の劇は抽選で落選 | 很遗憾 我们没能抽到第一志愿的舞台剧
EP06: ２年７組は　飲食部門になりました | 二年七班分配到了饮食类
EP06: そして　放課後 | 于是放学后
EP06: 駆り出される精鋭（帰宅部）たち | 精英们（回家部）临危受命
EP06: そういえばお前　夏休み　谷と図書館行ってた | 话说 你暑假是不是跟谷去了图书馆
EP06: なんで知ってんの | 你为什么知道
EP06: ガパチョが見たって | 河童说他看到了
EP06: またかよ　ガパチョ | 又是河童吗
EP06: なに　図書館デート | 什么情况 图书馆约会吗
EP06: 超清いじゃん | 好清纯啊
EP06: いや　それは結局… | 其实 到头来…
EP06: っていうか　私のことより | 先不说我了
EP06: 山田は結局どうなったの | 山田那边怎么样
EP06: 夏休み前　連絡先交換した子とは | 暑假前要到联系方式的女生
EP06: 私も聞きたい | 我也想知道
EP06: まあ　連絡はぼちぼち取ってるけど | 这个嘛 倒是有在偶尔联系啦
EP06: それだけっていうか | 但好像也就这样了
EP06: おや | 哎哟
EP06: 全然　ダメ | 完全不行
EP06: メッセージはやり取りしてたけど | 虽然有互发过消息
EP06: あまりにも私が不慣れで | 但我太不习惯这种事了
EP06: どう返そうか　いろいろ考え過ぎちゃうし | 总是要花半天才能想好怎么回
EP06: もう来た | 这就回了
EP06: けど　山田くん　返信サクッとしてるから | 但是山田同学总是回得很快
EP06: あれ　私の文章　無駄に長すぎ | 咦 我会不会写了太多废话
EP06: もしかして自分　かなり気持ち悪いんじゃないかって | 就会开始担心自己会不会太自作多情了
EP06: どうしても怖くなって | 然后变得害怕起来
EP06: 嫌なら　無視しちゃえば | 觉得烦就无视他呗
EP06: いや | 不
EP06: 嫌ではないと思う | 倒也说不上讨厌
EP06: けど「通話しない」って聞かれて | 但他问过我要不要电话聊
EP06: もうすでに２回断っちゃった | 我已经拒绝他两次了
EP06: あらららら | 唉呀呀呀
EP06: とっさにうそついて　たぶんバレてるし | 下意识说的谎 想必他也看穿了
EP06: 拒絶したいわけじゃないのに拒絶してる人みたいになってる | 我并不想拒绝他 但回过神来已经这样了
EP06: それは微妙かもな | 这确实有点微妙
EP06: でも　文章の返信は来るなら　単にしゃべるのが苦手とか | 但既然回得那么长 可能也只是不擅长说话
EP06: それもありそうなんだよな | 我也感觉可能是这样
EP06: つかもう　俺には分かんねえ | 不过算了 我搞不懂
EP06: っていうか　どんな相手なのか気になる | 话说 我很好奇她是个什么样的人
EP06: 山田って　今までゲラっぽい明るい子とつきあってるイメージだけど | 感觉山田会喜欢那种开朗爱笑的姑娘
EP06: 楽しそう | 听着会很有趣
EP06: まあ　そうなんだけど | 虽然是这么回事
EP06: おっさらいしてみよう | 来复习一下吧
EP06: 山田　マジでウケるんだけど | 山田你真的好有意思
EP06: 意外な人の笑顔に惹かれやすい男　山田 | 山田容易被意料外之人的笑容吸引
EP06: そんな　ある日 | 某天
EP06: もう気付いてるかもだけど | 你可能已经注意到了
EP06: 山田のこと好きなんだよね | 我其实喜欢山田
EP06: じゃ　つきあうか | 那就交往吧
EP06: まあ　山田はこんなんだけど | 不过 你别看山田这样
EP06: 前の彼女と結構長かったんだよ | 他跟前女友谈了很久呢
EP06: 「こんなん」ってなんだ | 什么叫别看我这样
EP06: まあ　今も普通に仲いいけど | 现在我跟她关系也还不错
EP06: いいねえ　送ってみたかった青春だわ | 真好啊 我也想要这样的青春
EP06: アズ　まだ青春は間に合うから | 东 你的青春还没结束
EP06: けど　分かる | 不过我懂你
EP06: 人とちゃんとつきあった経験があるって羨ましいよね | 一段认真的恋爱经历真的很叫人羡慕
EP06: いろいろ引き出しが出来そうで | 感觉可以积累很多经验
EP06: 鈴木も今そうじゃん | 你现在不就是吗
EP06: 私はほぼ初めてみたいなもんだから　常に探り探りだよ | 我很多事情都是第一次 经常要摸石头过河
EP06: お前　りっちゃんのことなかったことにすんなよ | 你可别把小理的事当作没发生过一样啊
EP06: りっちゃん | 小理
EP06: とりあえず　緑系のやつ見繕っとけば大丈夫だろ | 总之先挑些绿色系的应该没问题
EP06: うちの制服 | 我们学校的校服
EP06: 缶バッジカバーとぬいスタンド欲しいんだよね | 我想买些徽章保护套还有娃娃支撑架
EP06: ぬい | 娃娃
EP06: ねえ　ホンちゃん　あれ　あの人 | 小本 快看 就是那个人
EP06: 前に言ってた谷くん | 之前说的谷同学
EP06: ギャル彼女ラノベ主人公眼鏡の人 | 那个辣妹女友轻小说主角的眼镜人吗
EP06: なにそれ | 你在说什么
EP06: おい　谷 | 喂 谷
EP06: さっさと　会計　済ませて　出るぞ | 赶紧买单走人吧
EP06: 明らかにこっちを見て　何か言ってた | 明显在看我们 还说了些什么
EP06: なに | 搞什么
EP06: 100均　マジでなんでもあるわ | 百元店真是什么都有啊
EP06: なに　誰　りっちゃん | 什么情况 小理是谁
EP06: えっと… | 这个…
EP06: ひでえな　おい | 这也太过分了
EP06: ノーカンにしてやんなよな | 别跟我说他不算数啊
EP06: いや　そういうんじゃなくて　あれは | 没有 当时不是那样的情况
EP06: 申し訳なかったというか　未熟だったというか | 真的很对不起他 那时的我太不成熟了
EP06: ねえ　見て | 喂 你们看
EP06: でっかメニュー表　出来た | 超大号菜单 做好了
EP06: おお　すげえ | 好厉害
EP06: これ　完全にあの店じゃん | 完全就是从店里搬出来的
EP06: でしょ | 不错吧
EP06: これ　サトの字 | 这是佐藤写的吗
EP06: イラストも描いた | 图也是我画的
EP06: やばっ　プロじゃん | 厉害 好专业
EP06: ねえねえ　山田　りっちゃんってどんな人なの | 喂喂 山田 小理是个什么样的人啊
EP06: 超いいヤツ | 超好的人
EP06: っていうか　文化祭来るっつってたから | 对了 他说会来我们文化祭
EP06: 会えんじゃね | 你应该能见到
